ID_Vendedor,Data,ID_Cliente,Cliente,Contrato,Vendedor,Gestão
1124,2003-02-05,3744,Amanda Dias,Plano Anual,Ricardo,Marrone
1125,2003-01-09,3748,Vinicius Torres,Plano Anual,Amanda,Marrone
1126,2003-04-27,3752,Isabela Castro,Plano Anual,Ricardo,Marrone
1127,2003-11-20,3756,Gabriel Ramos,Plano Anual,Ricardo,Marrone
1128,2003-02-01,3757,Ana Costa,Plano de 5 anos,Anchieta,Marrone
1129,2003-04-01,3759,Leonardo Vieira,Plano Anual,Cássia,Marrone
1130,2003-05-13,3762,Cristina Machado,Plano de 5 anos,Anchieta,Marrone
1131,2003-11-15,3764,Carolina Freitas,Plano Anual,Ricardo,Marrone
1132,2003-06-29,3766,Lucas Teixeira,Plano de 5 anos,Anchieta,Marrone
1133,2003-12-14,3767,Fernanda Gomes,Plano de 10 anos,Cássia,Marrone
1134,2003-10-07,3771,Raquel Pires,Plano de 10 anos,Juliana,Marrone
1135,2003-02-25,3773,Rodrigo Neves,Plano de 5 anos,Fernando,Marrone
1136,2003-03-19,3776,Paulo Nascimento,Plano Anual,Anchieta,Marrone
1137,2003-02-21,3779,Simone Fonseca,Plano de 5 anos,Carlos,Marrone
1138,2003-08-03,3783,Paulo Nascimento,Plano de 5 anos,Daniela,Marrone
1139,2003-03-25,3790,Henrique Lopes,Plano de 10 anos,Anchieta,Marrone
1140,2003-02-11,3791,João Silva,Plano Anual,Ricardo,Marrone
1141,2003-05-04,3792,Paula Melo,Plano Anual,Anchieta,Marrone
1142,2003-10-25,3796,Leticia Cunha,Plano de 10 anos,Daniela,Marrone
1143,2003-11-18,3797,Gustavo Azevedo,Plano de 5 anos,Beatriz,Marrone
1144,2003-01-12,3798,Monica Batista,Plano de 10 anos,Anchieta,Marrone
1145,2003-03-08,3802,Anderson Coelho,Plano de 10 anos,Rodrigo,Marrone
1146,2003-10-09,3806,Eduardo Moura,Plano de 10 anos,Thiago,Marrone
1147,2003-07-16,3809,Thiago Monteiro,Plano de 5 anos,Ricardo,Marrone
1148,2003-07-19,3810,Carlos Souza,Plano Anual,Anchieta,Marrone
1149,2003-09-03,3813,Pedro Oliveira,Plano Anual,Fernando,Marrone
1150,2003-05-28,3816,José Carvalho,Plano Anual,Anchieta,Marrone
1151,2003-12-24,3820,José Carvalho,Plano de 5 anos,Beatriz,Marrone
1152,2003-03-02,3822,Simone Fonseca,Plano de 5 anos,Ricardo,Marrone
1153,2003-02-20,3827,Diego Pinto,Plano de 10 anos,Anchieta,Marrone
1154,2003-09-14,3832,Paulo Nascimento,Plano de 5 anos,Beatriz,Marrone
1155,2003-06-07,3834,Fernanda Gomes,Plano Anual,Juliana,Marrone
1156,2003-07-22,3837,Lucia Ferreira,Plano de 5 anos,Patricia,Marrone
1157,2003-02-04,3840,Marcelo Rezende,Plano de 5 anos,Ricardo,Marrone
1158,2003-01-14,3846,Simone Fonseca,Plano Anual,Ricardo,Marrone
1159,2003-06-17,3847,Paulo Nascimento,Plano Anual,Juliana,Marrone
1160,2003-04-16,3853,Cristina Machado,Plano Anual,Ricardo,Marrone
1161,2003-10-10,3857,Pedro Oliveira,Plano de 10 anos,Ricardo,Marrone
1162,2003-08-05,3862,Leticia Cunha,Plano de 5 anos,Ricardo,Marrone
1163,2003-10-16,3869,Rafael Mendes,Plano de 10 anos,Juliana,Marrone
1164,2003-02-14,3872,Diego Pinto,Plano Anual,Ricardo,Marrone
1165,2003-11-18,3876,Marcelo Rezende,Plano de 5 anos,Ricardo,Marrone
1166,2003-03-30,3883,Camila Rodrigues,Plano de 10 anos,Anchieta,Marrone
1167,2003-01-21,3884,Thiago Monteiro,Plano de 5 anos,Anchieta,Marrone
1168,2003-01-18,3886,Adriana Farias,Plano de 5 anos,Rodrigo,Marrone
1169,2003-05-07,3888,Roberto Martins,Plano de 5 anos,Ricardo,Marrone
1170,2003-08-24,3894,Marcos Pereira,Plano de 5 anos,Mario,Marrone
1171,2003-02-08,3897,Carolina Freitas,Plano de 10 anos,Thiago,Marrone
1172,2003-12-20,3904,Rafael Mendes,Plano de 5 anos,Patricia,Marrone
1173,2003-10-25,3905,Alexandre Araújo,Plano de 5 anos,Gabriel,Marrone
1174,2003-10-30,3910,Isabela Castro,Plano de 10 anos,Ricardo,Marrone
1175,2003-10-05,3914,Ana Costa,Plano de 10 anos,Ricardo,Marrone
1176,2003-03-23,3921,Anderson Coelho,Plano de 10 anos,Amanda,Marrone
1177,2003-02-14,3925,Henrique Lopes,Plano de 5 anos,Anchieta,Marrone
1178,2003-11-28,3929,Carlos Souza,Plano Anual,Anchieta,Marrone
1179,2003-06-03,3931,Daniela Sousa,Plano Anual,Fernando,Marrone
1180,2003-07-20,3935,Thiago Monteiro,Plano de 5 anos,Rodrigo,Marrone
1181,2003-03-18,3937,Ricardo Barbosa,Plano de 10 anos,Anchieta,Marrone
1182,2003-03-01,3940,Leticia Cunha,Plano de 10 anos,Ricardo,Marrone
1183,2003-06-24,3944,Maria Santos,Plano de 5 anos,Ricardo,Marrone
1184,2003-10-14,3946,Simone Fonseca,Plano Anual,Ricardo,Marrone
1185,2003-03-26,3949,Paula Melo,Plano de 5 anos,Anchieta,Marrone
1186,2003-02-16,3954,Rafael Mendes,Plano de 5 anos,Ricardo,Marrone
1187,2003-10-25,3955,Paulo Nascimento,Plano Anual,Anchieta,Marrone
1188,2003-06-29,3959,Roberto Martins,Plano de 10 anos,Ricardo,Marrone
1189,2003-01-21,3964,Adriana Farias,Plano de 10 anos,Ricardo,Marrone
1190,2003-04-19,3968,Patricia Rocha,Plano Anual,Ricardo,Marrone
1191,2003-11-04,3972,Camila Rodrigues,Plano de 5 anos,Pedro,Marrone
1192,2003-09-04,3974,Leonardo Vieira,Plano de 10 anos,Cássia,Marrone
1193,2003-10-07,3977,Lucas Teixeira,Plano Anual,Ricardo,Marrone
1194,2003-07-25,3978,João Silva,Plano de 10 anos,Fernando,Marrone
1195,2003-10-18,3980,Adriana Farias,Plano Anual,Anchieta,Marrone
1196,2003-07-03,3987,Maria Santos,Plano de 5 anos,Thiago,Marrone
1197,2003-05-23,3990,Ana Costa,Plano de 5 anos,Gabriel,Marrone
1198,2003-08-19,3997,Henrique Lopes,Plano de 5 anos,Ricardo,Marrone
1199,2003-06-01,4001,Maria Santos,Plano Anual,Ricardo,Marrone
1200,2003-03-09,4006,Roberto Martins,Plano Anual,Anchieta,Marrone
1201,2003-11-22,4007,Paulo Nascimento,Plano de 10 anos,Ricardo,Marrone
1202,2003-06-03,4011,Lucas Teixeira,Plano Anual,Thiago,Marrone
1203,2003-05-17,4013,Silvia Cavalcanti,Plano de 5 anos,Fernanda,Marrone
1204,2003-09-30,4017,Tatiana Moreira,Plano de 10 anos,Anchieta,Marrone
1205,2003-03-08,4023,Mariana Duarte,Plano de 5 anos,Ricardo,Marrone
1206,2003-07-18,4025,Raquel Pires,Plano Anual,Juliana,Marrone
1207,2003-10-08,4029,Adriana Farias,Plano Anual,Juliana,Marrone
1208,2003-06-17,4033,Ricardo Barbosa,Plano de 10 anos,Anchieta,Marrone
1209,2003-01-26,4035,Vanessa Correia,Plano de 10 anos,Pedro,Marrone
1210,2003-06-06,4036,Pedro Oliveira,Plano de 10 anos,Camila,Marrone
1211,2003-06-14,4038,Roberto Martins,Plano de 10 anos,Thiago,Marrone
1212,2003-12-30,4041,Fernanda Gomes,Plano Anual,Ricardo,Marrone
1213,2003-01-18,4045,Roberto Martins,Plano de 10 anos,Anchieta,Marrone
1214,2003-09-27,4047,Rodrigo Neves,Plano Anual,Ricardo,Marrone
1215,2003-06-29,4053,Anderson Coelho,Plano de 5 anos,Patricia,Marrone
1216,2003-02-06,4055,Ricardo Barbosa,Plano Anual,Cássia,Marrone
1217,2003-11-08,4057,Bruna Ribeiro,Plano de 5 anos,Gabriel,Marrone
1218,2003-12-21,4059,Simone Fonseca,Plano Anual,Cássia,Marrone
1219,2003-12-19,4060,Rodrigo Neves,Plano de 10 anos,Fernando,Marrone
1220,2003-05-20,4065,Carolina Freitas,Plano de 5 anos,Ricardo,Marrone
1221,2003-11-28,4066,Gabriel Ramos,Plano Anual,Anchieta,Marrone
1222,2003-06-10,4067,Tatiana Moreira,Plano de 5 anos,Pedro,Marrone
1223,2003-03-19,4073,Vinicius Torres,Plano de 5 anos,Ricardo,Marrone
1224,2003-01-22,4079,Monica Batista,Plano de 10 anos,Carlos,Marrone
1225,2003-05-04,4084,Henrique Lopes,Plano Anual,Ricardo,Marrone
1226,2003-01-04,4086,Silvia Cavalcanti,Plano Anual,Lucas,Marrone
1227,2003-09-30,4087,Ricardo Barbosa,Plano de 10 anos,Cássia,Marrone
1228,2003-07-11,4093,Camila Rodrigues,Plano de 5 anos,Anchieta,Marrone
1229,2003-07-22,4094,Amanda Dias,Plano de 10 anos,Ricardo,Marrone
1230,2003-11-28,4095,João Silva,Plano Anual,Anchieta,Marrone
1231,2003-05-02,4097,Roberto Martins,Plano de 5 anos,Ricardo,Marrone
1232,2003-11-02,4099,Cristina Machado,Plano de 5 anos,Mariana,Marrone
1233,2003-06-18,4104,Adriana Farias,Plano de 10 anos,Ricardo,Marrone
1234,2003-09-10,4108,Vinicius Torres,Plano Anual,Camila,Marrone
1235,2003-02-02,4112,Carlos Souza,Plano de 10 anos,Beatriz,Marrone
1236,2003-04-18,4116,Gustavo Azevedo,Plano de 5 anos,Juliana,Marrone
1237,2003-03-05,4119,Cristina Machado,Plano de 10 anos,Pedro,Marrone
1238,2003-10-14,4123,João Silva,Plano Anual,Ricardo,Marrone
1239,2003-02-15,4125,João Silva,Plano de 10 anos,Lucas,Marrone
1240,2003-11-05,4126,Camila Rodrigues,Plano de 10 anos,Daniela,Marrone
1241,2003-04-06,4131,Amanda Dias,Plano Anual,Ricardo,Marrone
1242,2003-12-04,4136,Lucia Ferreira,Plano de 5 anos,Mario,Marrone
1243,2003-08-12,4139,Carlos Souza,Plano de 10 anos,Anchieta,Marrone
1244,2003-07-22,4140,Lucia Ferreira,Plano de 10 anos,Patricia,Marrone
1245,2003-09-16,4146,Juliana Lima,Plano de 10 anos,Cássia,Marrone
1246,2003-07-02,4152,Paulo Nascimento,Plano de 5 anos,Fernando,Marrone
1247,2003-11-04,4156,Silvia Cavalcanti,Plano Anual,Patricia,Marrone
1248,2003-06-01,4159,José Carvalho,Plano Anual,Ricardo,Marrone
1249,2003-10-01,4161,Fernando Alves,Plano de 10 anos,Anchieta,Marrone
1250,2003-08-12,4163,Roberto Martins,Plano de 10 anos,Anchieta,Marrone
1251,2003-05-29,4169,Diego Pinto,Plano de 10 anos,Beatriz,Marrone
1252,2003-12-14,4172,Gustavo Azevedo,Plano Anual,Thiago,Marrone
1253,2003-08-16,4174,Patricia Rocha,Plano de 10 anos,Fernanda,Marrone
1254,2003-06-15,4176,Eduardo Moura,Plano Anual,Ricardo,Marrone
1255,2003-12-16,4181,Diego Pinto,Plano Anual,Ricardo,Marrone
1256,2003-04-15,4184,Felipe Barros,Plano de 5 anos,Anchieta,Marrone
1257,2003-05-18,4187,Lucas Teixeira,Plano de 10 anos,Cássia,Marrone
1258,2003-10-04,4188,Maria Santos,Plano Anual,Ricardo,Marrone
1259,2003-04-19,4189,Daniela Sousa,Plano de 10 anos,Anchieta,Marrone
1260,2003-01-22,4193,Simone Fonseca,Plano de 10 anos,Anchieta,Marrone
1261,2003-03-18,4198,Thiago Monteiro,Plano de 5 anos,Anchieta,Marrone
1262,2003-08-14,4201,Felipe Barros,Plano de 5 anos,Anchieta,Marrone
1263,2003-12-03,4202,Bruna Ribeiro,Plano Anual,Ricardo,Marrone
1264,2003-05-24,4208,Rodrigo Neves,Plano de 10 anos,Patricia,Marrone
1265,2003-08-28,4212,Simone Fonseca,Plano Anual,Ricardo,Marrone
1266,2003-04-23,4215,Raquel Pires,Plano de 10 anos,Anchieta,Marrone
1267,2003-08-08,4217,Felipe Barros,Plano Anual,Anchieta,Marrone
1268,2003-09-21,4222,Rafael Mendes,Plano de 5 anos,Ricardo,Marrone
1269,2003-08-15,4225,Lucia Ferreira,Plano de 5 anos,Carlos,Marrone
1270,2003-11-20,4227,Beatriz Cardoso,Plano de 5 anos,Ricardo,Marrone
1271,2003-03-21,4228,Cristina Machado,Plano Anual,Anchieta,Marrone
1272,2003-04-29,4233,Alexandre Araújo,Plano de 10 anos,Rodrigo,Marrone
1273,2003-01-07,4237,Fernando Alves,Plano Anual,Anchieta,Marrone
1274,2003-06-12,4239,Roberto Martins,Plano de 10 anos,Carlos,Marrone
1275,2003-07-25,4245,Leonardo Vieira,Plano de 5 anos,Ricardo,Marrone
1276,2003-05-31,4250,Marcelo Rezende,Plano Anual,Anchieta,Marrone
1277,2003-08-10,4251,Rodrigo Neves,Plano de 5 anos,Ricardo,Marrone
1278,2003-07-01,4252,Silvia Cavalcanti,Plano Anual,Cássia,Marrone
1279,2003-04-17,4254,Juliana Lima,Plano Anual,Anchieta,Marrone
1280,2003-05-11,4257,Diego Pinto,Plano de 5 anos,Ricardo,Marrone
1281,2003-11-29,4260,Paula Melo,Plano Anual,Ricardo,Marrone
1282,2003-08-15,4261,Marcos Pereira,Plano de 10 anos,Ricardo,Marrone
1283,2003-05-11,4265,Gustavo Azevedo,Plano de 5 anos,Rodrigo,Marrone
1284,2003-01-01,4272,Tatiana Moreira,Plano de 5 anos,Anchieta,Marrone
1285,2003-01-21,4274,Adriana Farias,Plano Anual,Ricardo,Marrone
1286,2003-02-18,4275,Rafael Mendes,Plano de 10 anos,Ricardo,Marrone
1287,2003-05-21,4276,Camila Rodrigues,Plano Anual,Ricardo,Marrone
1288,2003-03-07,4279,Daniela Sousa,Plano Anual,Anchieta,Marrone
1289,2003-10-08,4283,Beatriz Cardoso,Plano de 5 anos,Ricardo,Marrone
1290,2003-06-03,4286,José Carvalho,Plano de 10 anos,Thiago,Marrone
1291,2003-08-12,4292,Ana Costa,Plano de 10 anos,Thiago,Marrone
1292,2003-02-21,4293,Amanda Dias,Plano Anual,Camila,Marrone
1293,2003-02-04,4294,Felipe Barros,Plano Anual,Ricardo,Marrone
1294,2003-09-06,4295,Fernando Alves,Plano Anual,Ricardo,Marrone
1295,2003-08-08,4298,Marcelo Rezende,Plano Anual,Beatriz,Marrone
1296,2003-02-22,4304,Paula Melo,Plano de 5 anos,Anchieta,Marrone
1297,2003-07-10,4308,Fernando Alves,Plano de 5 anos,Ricardo,Marrone
1298,2003-02-28,4309,Camila Rodrigues,Plano de 10 anos,Anchieta,Marrone
1299,2003-04-20,4311,Beatriz Cardoso,Plano de 5 anos,Daniela,Marrone
1300,2003-06-03,4313,João Silva,Plano de 10 anos,Ricardo,Marrone
1301,2003-07-02,4315,Alexandre Araújo,Plano de 10 anos,Anchieta,Marrone
1302,2003-06-21,4318,Carolina Freitas,Plano de 10 anos,Mariana,Marrone
1303,2003-07-27,4322,Gabriel Ramos,Plano de 10 anos,Ricardo,Marrone
1304,2003-12-24,4329,José Carvalho,Plano Anual,Anchieta,Marrone
1305,2003-10-07,4333,Thiago Monteiro,Plano de 10 anos,Anchieta,Marrone
1306,2003-07-22,4334,Leticia Cunha,Plano Anual,Anchieta,Marrone
1307,2003-01-03,4336,Bruna Ribeiro,Plano Anual,Anchieta,Marrone
1308,2003-10-12,4337,Camila Rodrigues,Plano de 10 anos,Ricardo,Marrone
1309,2003-06-26,4341,Henrique Lopes,Plano de 5 anos,Patricia,Marrone
1310,2003-07-30,4346,Beatriz Cardoso,Plano de 10 anos,Camila,Marrone
1311,2003-05-20,4350,Alexandre Araújo,Plano de 5 anos,Amanda,Marrone
1312,2003-01-14,4356,Marcos Pereira,Plano de 5 anos,Anchieta,Marrone
1313,2003-06-18,4360,Lucia Ferreira,Plano Anual,Ricardo,Marrone
1314,2003-02-14,4364,Roberto Martins,Plano Anual,Ricardo,Marrone
1315,2003-03-11,4365,João Silva,Plano de 5 anos,Patricia,Marrone
1316,2003-02-11,4371,Raquel Pires,Plano de 5 anos,Anchieta,Marrone
1317,2003-06-19,4374,Bruna Ribeiro,Plano Anual,Anchieta,Marrone
1318,2003-11-21,4377,Carlos Souza,Plano de 10 anos,Carlos,Marrone
1319,2003-06-01,4383,Marcelo Rezende,Plano de 5 anos,Anchieta,Marrone
1320,2003-05-21,4386,Diego Pinto,Plano de 10 anos,Ricardo,Marrone
1321,2003-01-03,4388,Lucas Teixeira,Plano Anual,Anchieta,Marrone
1322,2003-09-06,4389,Rodrigo Neves,Plano Anual,Fernanda,Marrone
1323,2003-06-29,4390,Lucia Ferreira,Plano de 10 anos,Ricardo,Marrone
1324,2003-05-20,4393,Tatiana Moreira,Plano de 5 anos,Ricardo,Marrone
1325,2003-12-27,4394,Maria Santos,Plano Anual,Anchieta,Marrone
1326,2003-08-12,4397,Alexandre Araújo,Plano de 5 anos,Fernando,Marrone
1327,2003-02-18,4402,Adriana Farias,Plano de 10 anos,Anchieta,Marrone
1328,2003-08-16,4408,Henrique Lopes,Plano de 10 anos,Anchieta,Marrone
1329,2003-01-01,4411,Leonardo Vieira,Plano de 10 anos,Anchieta,Marrone
1330,2003-12-06,4416,Adriana Farias,Plano Anual,Anchieta,Marrone
1331,2003-05-09,4421,João Silva,Plano de 10 anos,Pedro,Marrone
1332,2003-07-23,4423,Beatriz Cardoso,Plano de 10 anos,Anchieta,Marrone
1333,2003-07-16,4424,Diego Pinto,Plano Anual,Ricardo,Marrone
1334,2003-05-03,4425,Raquel Pires,Plano de 10 anos,Ricardo,Marrone
1335,2003-03-13,4427,Tatiana Moreira,Plano de 10 anos,Lucas,Marrone
1336,2003-04-01,4431,Daniela Sousa,Plano Anual,Anchieta,Marrone
1337,2003-07-03,4435,Lucas Teixeira,Plano de 5 anos,Ricardo,Marrone
1338,2003-09-07,4437,Ana Costa,Plano Anual,Gabriel,Marrone
1339,2003-07-08,4440,Marcelo Rezende,Plano de 5 anos,Cássia,Marrone
1340,2003-04-22,4442,Diego Pinto,Plano de 5 anos,Anchieta,Marrone
1341,2003-05-27,4443,Marcelo Rezende,Plano de 5 anos,Ricardo,Marrone
1342,2003-11-28,4449,Lucas Teixeira,Plano de 10 anos,Anchieta,Marrone
1343,2003-10-08,4451,Leonardo Vieira,Plano de 10 anos,Cássia,Marrone
1344,2003-10-28,4453,Leonardo Vieira,Plano Anual,Anchieta,Marrone
1345,2003-10-03,4457,Amanda Dias,Plano de 5 anos,Ricardo,Marrone
1346,2003-09-12,4461,Beatriz Cardoso,Plano Anual,Ricardo,Marrone
1347,2003-02-20,4462,Thiago Monteiro,Plano de 5 anos,Ricardo,Marrone
1348,2003-07-20,4466,Rodrigo Neves,Plano de 10 anos,Anchieta,Marrone
1349,2003-11-18,4469,Lucas Teixeira,Plano de 10 anos,Cássia,Marrone
1350,2003-06-13,4473,Daniela Sousa,Plano de 5 anos,Juliana,Marrone
1351,2003-01-28,4480,Cristina Machado,Plano Anual,Ricardo,Marrone
1352,2003-11-19,4485,Renata Campos,Plano de 10 anos,Ricardo,Marrone
1353,2003-12-13,4487,Tatiana Moreira,Plano de 10 anos,Pedro,Marrone
1354,2003-08-03,4494,Patricia Rocha,Plano de 5 anos,Ricardo,Marrone
1355,2003-10-16,4495,Cristina Machado,Plano de 5 anos,Ricardo,Marrone
1356,2003-04-22,4498,Leonardo Vieira,Plano de 5 anos,Anchieta,Marrone
1357,2003-07-26,4504,Gustavo Azevedo,Plano de 10 anos,Ricardo,Marrone
1358,2003-10-14,4507,Vinicius Torres,Plano de 5 anos,Ricardo,Marrone
1359,2003-01-22,4511,Felipe Barros,Plano Anual,Ricardo,Marrone
1360,2003-12-25,4516,Carlos Souza,Plano de 10 anos,Ricardo,Marrone
1361,2003-10-31,4520,Rafael Mendes,Plano de 10 anos,Ricardo,Marrone
1362,2003-03-26,4521,Isabela Castro,Plano de 5 anos,Anchieta,Marrone
1363,2003-03-01,4526,Roberto Martins,Plano Anual,Anchieta,Marrone
1364,2003-12-14,4530,Vinicius Torres,Plano Anual,Ricardo,Marrone
1365,2003-12-16,4534,Gabriel Ramos,Plano de 5 anos,Beatriz,Marrone
1366,2003-12-23,4537,Carlos Souza,Plano de 10 anos,Lucas,Marrone
1367,2003-08-23,4538,Rodrigo Neves,Plano de 5 anos,Ricardo,Marrone
1368,2004-03-18,4541,Pedro Oliveira,Plano de 10 anos,Anchieta,Marrone
1369,2004-10-12,4543,Eduardo Moura,Plano de 10 anos,Anchieta,Marrone
1370,2004-11-03,4544,Vanessa Correia,Plano de 10 anos,Ricardo,Marrone
1371,2004-07-17,4546,Maria Santos,Plano de 5 anos,Ricardo,Marrone
1372,2004-01-02,4550,Paula Melo,Plano de 5 anos,Thiago,Marrone
1373,2004-02-14,4551,Rafael Mendes,Plano de 5 anos,Amanda,Marrone
1374,2004-04-11,4554,Camila Rodrigues,Plano Anual,Ricardo,Marrone
1375,2004-10-28,4556,Amanda Dias,Plano Anual,Anchieta,Marrone
1376,2004-06-08,4557,Cristina Machado,Plano de 10 anos,Anchieta,Marrone
1377,2004-05-14,4560,Lucas Teixeira,Plano de 5 anos,Ricardo,Marrone
1378,2004-03-12,4562,Renata Campos,Plano Anual,Anchieta,Marrone
1379,2004-02-15,4565,Camila Rodrigues,Plano Anual,Anchieta,Marrone
1380,2004-07-27,4569,Anderson Coelho,Plano Anual,Anchieta,Marrone
1381,2004-12-07,4573,Cristina Machado,Plano de 10 anos,Rodrigo,Marrone
1382,2004-07-21,4577,Cristina Machado,Plano Anual,Anchieta,Marrone
1383,2004-10-12,4582,Rafael Mendes,Plano Anual,Anchieta,Marrone
1384,2004-03-12,4585,Juliana Lima,Plano de 10 anos,Lucas,Marrone
1385,2004-01-07,4592,Leonardo Vieira,Plano Anual,Ricardo,Marrone
1386,2004-07-24,4593,Lucia Ferreira,Plano Anual,Camila,Marrone
1387,2004-07-16,4597,Paulo Nascimento,Plano de 10 anos,Anchieta,Marrone
1388,2004-11-02,4601,Mariana Duarte,Plano Anual,Thiago,Marrone
1389,2004-09-21,4605,Eduardo Moura,Plano de 10 anos,Anchieta,Marrone
1390,2004-03-23,4607,Vanessa Correia,Plano de 5 anos,Ricardo,Marrone
1391,2004-12-05,4608,Rodrigo Neves,Plano de 10 anos,Ricardo,Marrone
1392,2004-04-21,4610,Amanda Dias,Plano Anual,Daniela,Marrone
1393,2004-12-22,4616,Paula Melo,Plano Anual,Anchieta,Marrone
1394,2004-06-29,4619,Roberto Martins,Plano de 10 anos,Cássia,Marrone
1395,2004-12-16,4622,José Carvalho,Plano Anual,Anchieta,Marrone
1396,2004-03-26,4625,Leticia Cunha,Plano de 10 anos,Mario,Marrone
1397,2004-02-10,4631,Thiago Monteiro,Plano de 10 anos,Thiago,Marrone
1398,2004-02-21,4637,Eduardo Moura,Plano Anual,Ricardo,Marrone
1399,2004-02-07,4641,Ana Costa,Plano Anual,Ricardo,Marrone
1400,2004-01-20,4646,Juliana Lima,Plano de 10 anos,Ricardo,Marrone
1401,2004-05-06,4649,Simone Fonseca,Plano de 5 anos,Anchieta,Marrone
1402,2004-03-21,4654,Patricia Rocha,Plano de 10 anos,Ricardo,Marrone
1403,2004-03-05,4656,Gustavo Azevedo,Plano de 10 anos,Fernando,Marrone
1404,2004-04-21,4660,Rodrigo Neves,Plano de 5 anos,Anchieta,Marrone
1405,2004-09-23,4665,Raquel Pires,Plano Anual,Ricardo,Marrone
1406,2004-01-06,4668,Tatiana Moreira,Plano Anual,Beatriz,Marrone
1407,2004-10-08,4671,Carlos Souza,Plano Anual,Ricardo,Marrone
1408,2004-01-02,4673,Adriana Farias,Plano de 5 anos,Ricardo,Marrone
1409,2004-03-03,4675,José Carvalho,Plano de 10 anos,Anchieta,Marrone
1410,2004-08-21,4681,Adriana Farias,Plano de 10 anos,Anchieta,Marrone
1411,2004-11-25,4684,Carolina Freitas,Plano de 10 anos,Anchieta,Marrone
1412,2004-12-18,4687,Anderson Coelho,Plano Anual,Ricardo,Marrone
1413,2004-09-25,4691,Pedro Oliveira,Plano de 10 anos,Ricardo,Marrone
1414,2004-04-27,4697,Felipe Barros,Plano Anual,Anchieta,Marrone
1415,2004-04-20,4700,José Carvalho,Plano de 10 anos,Ricardo,Marrone
1416,2004-07-13,4706,Fernando Alves,Plano Anual,Ricardo,Marrone
1417,2004-02-28,4708,Vanessa Correia,Plano de 10 anos,Mariana,Marrone
1418,2004-10-10,4714,João Silva,Plano de 5 anos,Camila,Marrone
1419,2004-02-15,4720,Vinicius Torres,Plano Anual,Ricardo,Marrone
1420,2004-07-20,4721,Patricia Rocha,Plano Anual,Ricardo,Marrone
1421,2004-08-06,4722,Monica Batista,Plano de 10 anos,Anchieta,Marrone
1422,2004-04-30,4728,Anderson Coelho,Plano Anual,Anchieta,Marrone
1423,2004-02-24,4734,Pedro Oliveira,Plano de 10 anos,Anchieta,Marrone
1424,2004-11-14,4739,Vinicius Torres,Plano de 10 anos,Camila,Marrone
1425,2004-02-17,4743,Carlos Souza,Plano de 5 anos,Anchieta,Marrone
1426,2004-09-02,4745,Silvia Cavalcanti,Plano Anual,Fernando,Marrone
1427,2004-10-10,4751,Alexandre Araújo,Plano de 5 anos,Ricardo,Marrone
1428,2004-12-02,4754,Tatiana Moreira,Plano de 10 anos,Ricardo,Marrone
1429,2004-03-09,4757,Leonardo Vieira,Plano Anual,Ricardo,Marrone
1430,2004-05-04,4761,Daniela Sousa,Plano de 5 anos,Anchieta,Marrone
1431,2004-05-08,4763,Felipe Barros,Plano de 10 anos,Ricardo,Marrone
1432,2004-03-17,4765,Monica Batista,Plano de 10 anos,Juliana,Marrone
1433,2004-05-01,4767,Fernando Alves,Plano de 5 anos,Anchieta,Marrone
1434,2004-10-22,4772,Leonardo Vieira,Plano de 5 anos,Gabriel,Marrone
1435,2004-04-17,4775,Rodrigo Neves,Plano de 10 anos,Thiago,Marrone
1436,2004-11-09,4780,Lucas Teixeira,Plano de 5 anos,Thiago,Marrone
1437,2004-10-05,4786,Maria Santos,Plano de 5 anos,Ricardo,Marrone
1438,2004-10-21,4789,Tatiana Moreira,Plano de 5 anos,Ricardo,Marrone
1439,2004-12-28,4796,Isabela Castro,Plano Anual,Anchieta,Marrone
1440,2004-10-13,4798,Rafael Mendes,Plano de 5 anos,Pedro,Marrone
1441,2004-01-13,4799,Adriana Farias,Plano de 10 anos,Rodrigo,Marrone
1442,2004-03-16,4801,Renata Campos,Plano Anual,Ricardo,Marrone
1443,2004-05-05,4805,Monica Batista,Plano Anual,Ricardo,Marrone
1444,2004-03-10,4809,Felipe Barros,Plano de 10 anos,Ricardo,Marrone
1445,2004-08-24,4814,Rodrigo Neves,Plano de 5 anos,Mario,Marrone
1446,2004-05-15,4815,Lucas Teixeira,Plano de 10 anos,Anchieta,Marrone
1447,2004-01-17,4818,Tatiana Moreira,Plano Anual,Ricardo,Marrone
1448,2004-07-06,4821,Monica Batista,Plano de 5 anos,Anchieta,Marrone
1449,2004-01-20,4822,Bruno Castro,Plano de 10 anos,Anchieta,Marrone
1450,2004-07-23,4825,Fernando Alves,Plano de 10 anos,Beatriz,Marrone
1451,2004-08-24,4829,Alexandre Araújo,Plano Anual,Patricia,Marrone
1452,2004-07-25,4831,Maria Santos,Plano Anual,Anchieta,Marrone
1453,2004-12-26,4833,Gabriel Ramos,Plano de 10 anos,Ricardo,Marrone
1454,2004-01-29,4835,Juliana Lima,Plano de 10 anos,Ricardo,Marrone
1455,2004-08-21,4838,Ricardo Barbosa,Plano Anual,Ricardo,Marrone
1456,2004-03-13,4844,Tatiana Moreira,Plano de 5 anos,Ricardo,Marrone
1457,2004-02-08,4849,Carolina Freitas,Plano de 5 anos,Anchieta,Marrone
1458,2004-07-11,4850,Camila Rodrigues,Plano de 10 anos,Ricardo,Marrone
