Data,ID_Cliente,Cliente,Almoco,Bebidas,Total_Gasto
2003-02-18,5146,Vinicius Torres,57.48,"Sucos, Refrigerantes, Água",93.48
2003-03-07,10946,Marcos Pereira,50.69,"Sucos, Alcóolicas",80.69
2003-10-07,16526,Gabriel Ramos Machado,37.68,"Alcóolicas, Sucos, Água",79.68
2003-06-03,25142,Anderson Coelho Batista,45.85,Alcóolicas,52.85
2003-03-21,25959,Fernando Alves,22.41,"Sucos, Refrigerantes, Água",70.41
2003-01-21,1512,João Silva Pereira,51.41,"Sucos, Água",75.41
2003-01-02,14941,Monica Batista,48.5,"Sucos, Refrigerantes, Alcóolicas",109.5
2003-01-16,21044,Carlos Souza Araújo,18.84,"Sucos, Refrigerantes, Alcóolicas",63.84
2003-07-22,23150,Alexandre Araújo,18.69,Sucos,42.69
2003-12-31,24844,Bruna Ribeiro Farias,52.41,"Água, Sucos",84.41
2003-06-01,14613,Simone Fonseca Oliveira,34.37,Refrigerantes,42.37
2003-02-20,7156,Carolina Freitas,18.34,"Refrigerantes, Sucos",66.34
2003-03-19,4022,Raquel Pires Moreira,47.64,Refrigerantes,55.64
2003-11-04,7942,José Carvalho,41.87,"Sucos, Refrigerantes, Água",85.87
2003-12-25,8123,Leonardo Vieira Cardoso,33.98,"Alcóolicas, Sucos, Água",75.98
2003-02-14,20858,Eduardo Moura Moreira,41.14,"Alcóolicas, Água",56.14
2003-02-02,4402,Adriana Farias,37.82,"Sucos, Alcóolicas, Refrigerantes",82.82
2003-04-13,24031,Marcelo Rezende Freitas,56.93,"Água, Refrigerantes",72.93
2003-03-27,2346,Amanda Dias,27.96,Água,39.96
2003-03-29,13700,Lucas Teixeira Pinto,42.09,"Água, Refrigerantes, Sucos",70.09
2003-11-11,1877,Simone Fonseca Nascimento,36.75,"Água, Refrigerantes, Sucos",60.75
2003-03-07,5914,Amanda Dias Cardoso,38.9,"Água, Alcóolicas, Refrigerantes",77.9
2003-10-31,9636,Rodrigo Neves Campos,58.66,"Refrigerantes, Alcóolicas",95.66
2003-12-23,24431,Beatriz Cardoso Coelho,43.54,Água,47.54
2003-12-10,25242,Cristina Machado,51.56,"Refrigerantes, Sucos, Água",91.56
2003-09-23,10853,Bruno Castro Araújo,26.44,"Alcóolicas, Água, Sucos",56.44
2003-07-29,12756,Fernando Alves Ferreira,41.82,Alcóolicas,48.82
2003-03-15,21142,Alexandre Araújo Ribeiro,22.19,"Refrigerantes, Sucos",70.19
2003-12-26,14478,Paulo Nascimento Moreira,59.03,"Refrigerantes, Sucos",91.03
2003-12-28,21451,Rafael Mendes Souza,42.78,Sucos,50.78
2003-10-05,11434,Camila Rodrigues Araújo,19.19,"Sucos, Refrigerantes, Alcóolicas",58.19
2003-02-19,15603,Renata Campos Lima,18.29,"Água, Sucos",30.29
2003-11-11,4403,Pedro Oliveira Farias,33.94,"Sucos, Água",65.94
2003-11-14,8007,Isabela Castro Ramos,47.46,"Alcóolicas, Refrigerantes, Sucos",78.46
2003-09-12,7239,Vanessa Correia,51.8,"Sucos, Refrigerantes",83.8
2003-02-07,6922,Simone Fonseca Torres,58.76,"Água, Refrigerantes, Sucos",94.76
2003-01-09,6872,Raquel Pires Rezende,41.44,"Água, Sucos, Refrigerantes",85.44
2003-08-22,24478,Eduardo Moura Araújo,50.32,"Alcóolicas, Sucos, Água",99.32
2003-11-14,20536,Monica Batista Lopes,29.06,Refrigerantes,45.06
2003-11-25,25927,Paulo Nascimento Moura,47.19,"Sucos, Água",63.19
2003-06-03,19218,Bruna Ribeiro,34.73,Sucos,50.73
2003-11-19,25945,Camila Rodrigues Cunha,39.73,Alcóolicas,53.73
2003-01-03,11050,Leonardo Vieira Araújo,28.11,"Refrigerantes, Sucos, Alcóolicas",81.11
2003-02-18,22026,Carolina Freitas,33.54,Sucos,49.54
2003-11-02,26016,Pedro Oliveira,30.82,"Refrigerantes, Sucos",62.82
2003-03-18,17784,Diego Pinto,57.51,Sucos,65.51
2003-12-21,5135,Fernanda Gomes Batista,45.47,"Água, Sucos, Alcóolicas",72.47
2003-07-26,11258,Bruna Ribeiro Rodrigues,36.83,"Refrigerantes, Água, Sucos",72.83
2003-07-01,21690,Mariana Duarte Rezende,22.06,Água,34.06
2003-09-20,6683,Fernanda Gomes Castro,59.31,Alcóolicas,73.31
2003-12-30,5466,Leticia Cunha Alves,23.04,Refrigerantes,31.04
2003-06-12,4410,Maria Santos Lopes,74.39,"Água, Alcóolicas",103.39
2003-01-21,18525,Mariana Duarte Costa,49.42,"Refrigerantes, Água",77.42
2003-02-05,7404,Bruno Castro Melo,21.93,"Sucos, Refrigerantes, Alcóolicas",59.93
2003-02-02,21989,Carlos Souza,41.5,Sucos,65.5
2003-01-16,10605,Paulo Nascimento,25.51,"Água, Alcóolicas",51.51
2003-01-09,9052,Alexandre Araújo Fonseca,20.34,"Refrigerantes, Alcóolicas, Sucos",66.34
2003-03-18,4634,Fernando Alves Monteiro,55.81,Alcóolicas,76.81
2003-03-15,20347,Ricardo Barbosa,43.26,"Alcóolicas, Refrigerantes",80.26
2003-03-01,1995,Eduardo Moura Ramos,37.8,Água,41.8
2003-04-20,16648,Ricardo Barbosa Correia,29.56,"Refrigerantes, Alcóolicas",66.56
2003-02-09,19158,João Silva Castro,58.3,"Alcóolicas, Refrigerantes",96.3
2003-12-17,2192,Beatriz Cardoso Machado,38.86,Água,50.86
2003-12-30,7541,Silvia Cavalcanti,33.38,"Água, Sucos, Refrigerantes",85.38
2003-11-05,9932,Vinicius Torres Lopes,30.21,Alcóolicas,44.21
2003-11-29,23795,Alexandre Araújo,25.71,"Refrigerantes, Água",37.71
2003-02-04,25375,Rodrigo Neves,35.41,"Sucos, Água",59.41
2003-10-23,17884,Maria Santos,47.02,"Água, Alcóolicas",80.02
2003-03-01,20150,Lucas Teixeira Castro,37.29,Água,41.29
2003-02-06,10920,Mariana Duarte,54.68,"Alcóolicas, Refrigerantes, Sucos",100.68
2003-08-19,17892,Tatiana Moreira Vieira,27.33,"Refrigerantes, Água, Alcóolicas",60.33
2003-01-28,23741,Raquel Pires Cardoso,35.28,"Alcóolicas, Sucos",64.28
2003-10-18,4794,Isabela Castro Moreira,38.29,"Sucos, Refrigerantes",78.29
2003-12-30,18728,Leticia Cunha,21.63,"Água, Sucos",53.63
2003-10-22,15911,Isabela Castro,55.73,Água,67.73
2003-02-15,7724,Lucas Teixeira Carvalho,46.23,"Sucos, Água, Refrigerantes",82.23
2003-11-25,8729,Vanessa Correia,49.92,Água,53.92
2003-05-18,9549,Vanessa Correia Barbosa,36.31,Refrigerantes,44.31
2003-12-17,9074,Simone Fonseca Moura,31.61,"Sucos, Água, Refrigerantes",79.61
2003-02-21,21288,Cristina Machado,18.25,Sucos,34.25
2003-02-23,5821,Leticia Cunha Ferreira,22.27,"Alcóolicas, Refrigerantes",51.27
2003-07-16,4116,Gustavo Azevedo,49.92,Sucos,73.92
2003-05-22,2646,Amanda Dias Moura,39.04,Alcóolicas,60.04
2003-09-06,18858,Monica Batista,55.87,Refrigerantes,79.87
2003-11-01,22329,Juliana Lima Castro,53.17,Sucos,61.17
2003-09-23,18118,Amanda Dias,42.16,"Refrigerantes, Sucos, Alcóolicas",73.16
2003-02-21,23808,Rafael Mendes Freitas,38.13,"Sucos, Água, Refrigerantes",82.13
2003-01-28,15254,Maria Santos Moura,32.56,"Alcóolicas, Sucos, Água",66.56
2003-05-01,21461,Mariana Duarte Pires,57.72,"Água, Refrigerantes",69.72
2003-02-21,2932,Vanessa Correia,32.43,"Alcóolicas, Água",57.43
2003-05-04,14012,Ricardo Barbosa Farias,37.52,"Sucos, Alcóolicas, Água",74.52
2003-02-02,16635,Lucas Teixeira Ferreira,46.42,"Alcóolicas, Água",65.42
2003-03-11,16542,Roberto Martins Azevedo,20.66,Refrigerantes,36.66
2003-05-20,19110,Cristina Machado Neves,29.39,"Água, Alcóolicas, Sucos",63.39
2003-02-26,25986,Gustavo Azevedo,52.98,"Alcóolicas, Água, Sucos",79.98
2003-04-26,9610,Gustavo Azevedo,47.08,"Água, Sucos",67.08
2003-12-13,5513,Tatiana Moreira,47.61,"Alcóolicas, Água, Sucos",92.61
2003-12-16,9805,Eduardo Moura Campos,18.74,"Alcóolicas, Água, Sucos",63.74
2003-10-18,25393,Vinicius Torres Castro,50.9,"Sucos, Refrigerantes",82.9
2003-04-23,22331,Juliana Lima,35.96,"Água, Refrigerantes",63.96
2003-10-21,19657,Fernando Alves,28.59,Sucos,52.59
2003-01-30,20300,Gabriel Ramos Coelho,23.25,"Água, Alcóolicas",45.25
2003-10-26,10949,Bruna Ribeiro Pereira,39.95,"Sucos, Alcóolicas, Água",66.95
2003-10-26,9711,Lucia Ferreira,34.08,"Sucos, Refrigerantes, Água",90.08
2003-03-20,8286,Thiago Monteiro Fonseca,54.19,"Alcóolicas, Sucos",99.19
2003-09-11,12238,Diego Pinto Martins,23.28,"Alcóolicas, Refrigerantes",53.28
2003-01-14,14175,Carolina Freitas,20.96,"Água, Sucos, Alcóolicas",62.96
2003-02-23,21202,Carlos Souza Oliveira,59.03,Sucos,75.03
2003-09-07,2916,Leonardo Vieira Gomes,32.52,"Água, Refrigerantes, Alcóolicas",85.52
2003-10-07,335,Simone Fonseca Santos,59.43,"Alcóolicas, Refrigerantes",88.43
2003-04-15,25711,Rodrigo Neves Costa,42.29,"Refrigerantes, Alcóolicas",72.29
2003-03-11,5399,Monica Batista Cunha,23.89,"Refrigerantes, Sucos, Alcóolicas",68.89
2003-11-11,25788,Mariana Duarte,23.21,"Refrigerantes, Sucos",47.21
2003-02-28,3915,Renata Campos Costa,56.65,Água,64.65
2003-01-18,9508,Raquel Pires Silva,50.58,"Água, Refrigerantes, Sucos",90.58
2003-03-02,5770,Tatiana Moreira Torres,54.87,Refrigerantes,62.87
2003-11-29,877,Bruna Ribeiro Dias,57.61,"Sucos, Alcóolicas",88.61
2003-06-21,8114,Paulo Nascimento,43.61,"Sucos, Refrigerantes",67.61
2003-09-25,15560,Marcos Pereira Moura,48.25,Alcóolicas,62.25
2003-12-14,19043,Carolina Freitas,42.61,"Alcóolicas, Água, Sucos",77.61
2003-01-14,18234,Paulo Nascimento Castro,53.04,"Sucos, Água, Refrigerantes",97.04
2003-12-23,13633,Bruno Castro,89.53,"Sucos, Refrigerantes, Água",117.53
2003-10-16,14710,Adriana Farias Castro,75.6,Água,79.6
2003-02-28,5825,José Carvalho,48.93,"Refrigerantes, Sucos, Alcóolicas",94.93
2003-04-16,23491,Leonardo Vieira Dias,45.56,"Água, Refrigerantes",65.56
2003-05-17,2220,Fernanda Gomes Vieira,32.67,"Sucos, Refrigerantes, Alcóolicas",71.67
2003-06-04,16252,Gabriel Ramos,31.66,Refrigerantes,47.66
2003-09-07,1075,Raquel Pires Souza,53.98,"Água, Refrigerantes",73.98
2003-11-18,5329,Felipe Barros Rocha,44.6,"Água, Alcóolicas",66.6
2003-05-27,7183,Eduardo Moura Fonseca,55.01,Alcóolicas,62.01
2003-10-12,3120,Vanessa Correia,32.61,Refrigerantes,48.61
2003-11-20,985,Gabriel Ramos Cardoso,40.32,"Refrigerantes, Sucos, Alcóolicas",71.32
2003-08-10,1243,Anderson Coelho,94.88,Sucos,118.88
2003-07-06,22610,Eduardo Moura Gomes,39.61,"Água, Alcóolicas, Refrigerantes",69.61
2003-01-23,21980,Bruna Ribeiro,51.06,"Refrigerantes, Água, Sucos",111.06
2003-03-30,7230,Lucia Ferreira,56.84,Alcóolicas,77.84
2003-11-09,8180,Pedro Oliveira Mendes,43.74,"Sucos, Alcóolicas, Refrigerantes",97.74
2003-03-08,13182,Felipe Barros,32.11,"Sucos, Refrigerantes",64.11
2003-11-21,4675,José Carvalho,30.52,"Alcóolicas, Água, Sucos",72.52
2003-03-14,1279,Fernanda Gomes Araújo,39.92,Refrigerantes,63.92
2003-12-06,10757,Gabriel Ramos Ribeiro,29.73,Sucos,53.73
2003-12-25,12441,Diego Pinto Ribeiro,39.04,"Água, Refrigerantes, Alcóolicas",82.04
2003-03-18,14648,Roberto Martins Nascimento,91.36,"Água, Sucos",115.36
2003-12-13,12375,Felipe Barros Souza,46.18,"Refrigerantes, Sucos, Alcóolicas",91.18
2003-12-31,14155,Leonardo Vieira Coelho,51.19,"Refrigerantes, Alcóolicas, Sucos",105.19
2003-06-22,5901,Vanessa Correia Rezende,34.24,"Sucos, Alcóolicas, Refrigerantes",65.24
2003-03-16,19935,Simone Fonseca Correia,38.51,"Sucos, Água, Alcóolicas",80.51
2003-01-22,18439,Diego Pinto,44.03,"Refrigerantes, Alcóolicas, Água",82.03
2003-05-30,17242,Fernando Alves Araújo,28.7,"Refrigerantes, Sucos",52.7
2003-04-11,12087,Daniela Sousa Moura,41.76,"Refrigerantes, Sucos, Água",101.76
2003-09-05,29,Anderson Coelho Farias,54.84,Sucos,70.84
2003-03-13,11170,Eduardo Moura Castro,29.75,"Água, Alcóolicas, Sucos",71.75
2003-04-01,15122,Monica Batista,58.1,Sucos,66.1
2003-02-25,10477,Paula Melo Moura,42.9,Alcóolicas,49.9
2003-12-05,5022,Bruno Castro,21.02,"Água, Refrigerantes, Alcóolicas",44.02
2003-03-23,24646,Eduardo Moura Fonseca,18.98,"Refrigerantes, Sucos",50.98
2003-03-18,1896,Patricia Rocha Alves,37.43,"Água, Sucos, Refrigerantes",81.43
2003-08-08,15005,Daniela Sousa,23.5,"Água, Alcóolicas",42.5
2003-03-25,18220,Ana Costa Santos,25.25,"Sucos, Alcóolicas, Refrigerantes",79.25
2003-12-30,9038,Vanessa Correia Souza,55.34,"Alcóolicas, Água, Refrigerantes",101.34
2003-04-24,24937,Rodrigo Neves,27.26,Sucos,43.26
2003-05-17,24871,Paula Melo,52.41,Sucos,60.41
2003-02-25,16325,Leticia Cunha Campos,59.74,Água,63.74
2003-03-13,14583,Beatriz Cardoso,85.35,Alcóolicas,92.35
2003-07-20,8673,Fernando Alves Campos,41.78,"Água, Sucos",61.78
2003-02-22,22561,Gustavo Azevedo Castro,24.16,"Alcóolicas, Água, Refrigerantes",51.16
2003-11-04,22412,Rodrigo Neves Alves,49.98,Refrigerantes,57.98
2003-02-06,2068,Adriana Farias Ribeiro,37.38,Água,45.38
2003-03-01,23801,Monica Batista Correia,42.73,Alcóolicas,63.73
2003-02-28,10809,Vinicius Torres,20.0,"Água, Sucos",52.0
2003-01-22,25962,Lucas Teixeira Alves,50.48,Água,54.48
2003-01-21,15785,Lucia Ferreira Rodrigues,42.02,Água,54.02
2003-01-25,25901,Marcelo Rezende,45.79,"Sucos, Água",57.79
2003-05-04,8391,Lucia Ferreira,29.09,"Sucos, Água",49.09
2003-12-18,9147,João Silva Coelho,22.26,Sucos,38.26
2003-07-20,18541,Leonardo Vieira Pinto,45.99,"Sucos, Alcóolicas",67.99
2003-12-12,24326,Eduardo Moura Machado,36.27,"Sucos, Alcóolicas, Refrigerantes",67.27
2003-09-09,8176,Rafael Mendes,46.76,"Sucos, Água, Alcóolicas",91.76
2003-11-18,15747,Marcos Pereira,35.58,"Refrigerantes, Sucos, Água",91.58
2003-07-08,3154,Monica Batista Campos,37.63,"Sucos, Refrigerantes, Alcóolicas",106.63
2003-09-27,5732,Thiago Monteiro,29.65,"Refrigerantes, Água",53.65
2003-12-02,19675,Carlos Souza,87.54,"Alcóolicas, Refrigerantes, Sucos",110.54
2003-12-16,20483,Monica Batista Coelho,47.41,Sucos,55.41
2003-01-11,25296,Patricia Rocha Mendes,46.4,"Sucos, Água",66.4
2003-02-19,18998,Bruno Castro Neves,37.62,Refrigerantes,61.62
2003-03-02,3871,Marcos Pereira Mendes,33.31,"Água, Sucos",53.31
2003-12-05,21418,Renata Campos Santos,37.04,Água,45.04
2003-10-03,16517,Vinicius Torres Castro,64.08,"Refrigerantes, Alcóolicas",109.08
2003-01-07,1842,Carolina Freitas Cavalcanti,59.15,"Alcóolicas, Sucos",82.15
2003-10-19,213,Henrique Lopes Farias,38.58,"Alcóolicas, Água",56.58
2003-10-05,18511,Monica Batista,42.9,"Alcóolicas, Sucos, Refrigerantes",88.9
2003-12-09,22139,Leonardo Vieira,25.56,"Água, Refrigerantes",53.56
2003-02-25,19088,Isabela Castro Farias,35.09,Refrigerantes,51.09
2003-01-07,19365,Henrique Lopes Neves,55.58,Alcóolicas,76.58
2003-09-19,1627,Leticia Cunha Neves,51.82,Refrigerantes,67.82
2003-06-08,1643,Lucas Teixeira Silva,29.75,Água,37.75
2003-09-20,11748,Ricardo Barbosa Ramos,29.02,"Alcóolicas, Sucos, Água",71.02
2003-06-22,19597,Leticia Cunha Torres,27.73,"Alcóolicas, Refrigerantes",49.73
2003-01-28,23198,Amanda Dias,30.09,"Refrigerantes, Alcóolicas",67.09
2003-04-04,7948,Adriana Farias Castro,58.4,"Água, Refrigerantes, Sucos",110.4
2003-12-13,2247,Mariana Duarte Moura,26.68,"Alcóolicas, Sucos",64.68
2003-10-14,418,Pedro Oliveira,35.52,"Refrigerantes, Sucos, Alcóolicas",81.52
2003-05-17,9725,Marcelo Rezende Cavalcanti,47.06,"Água, Alcóolicas",80.06
2003-06-17,9572,Alexandre Araújo Correia,39.21,"Água, Sucos",67.21
2003-11-30,10009,Carlos Souza Batista,37.88,Água,41.88
2003-10-24,2603,Gabriel Ramos Moura,23.34,Água,27.34
2003-05-20,16277,Carlos Souza Ramos,29.08,Alcóolicas,43.08
2003-10-24,18048,Roberto Martins Vieira,31.94,"Refrigerantes, Alcóolicas",53.94
2003-09-17,630,Silvia Cavalcanti Costa,40.08,"Água, Refrigerantes, Sucos",84.08
2003-01-17,10806,Patricia Rocha Cunha,58.46,"Alcóolicas, Água, Refrigerantes",91.46
2003-06-19,6639,Beatriz Cardoso Duarte,35.0,"Refrigerantes, Sucos, Água",55.0
2003-02-12,23453,Isabela Castro Pereira,40.41,"Refrigerantes, Alcóolicas",77.41
2003-09-30,5588,Vanessa Correia Dias,55.1,"Água, Refrigerantes",79.1
2003-01-28,16605,Bruna Ribeiro Neves,81.57,Alcóolicas,88.57
2003-12-25,21080,José Carvalho,37.52,"Refrigerantes, Alcóolicas",52.52
2003-10-14,4589,Mariana Duarte Lima,33.33,"Alcóolicas, Refrigerantes, Água",66.33
2003-02-20,4480,Cristina Machado,30.97,"Sucos, Refrigerantes, Alcóolicas",53.97
2003-09-16,22748,Gabriel Ramos,31.87,"Alcóolicas, Refrigerantes, Sucos",93.87
2003-03-27,24659,Paula Melo Pinto,54.08,"Refrigerantes, Sucos",94.08
2003-03-25,4792,Fernanda Gomes Moreira,22.99,"Refrigerantes, Alcóolicas",60.99
2003-10-22,21406,Tatiana Moreira Barros,22.31,"Refrigerantes, Alcóolicas, Água",57.31
2003-06-26,917,José Carvalho Pinto,52.88,"Refrigerantes, Água, Alcóolicas",102.88
2003-04-24,19599,Vinicius Torres Azevedo,34.55,Sucos,50.55
2003-08-27,16259,Tatiana Moreira Farias,33.11,Alcóolicas,40.11
2003-03-05,3701,Beatriz Cardoso Correia,94.01,"Refrigerantes, Água, Alcóolicas",136.01
2003-01-16,15440,Henrique Lopes Araújo,54.59,"Refrigerantes, Alcóolicas, Água",103.59
2003-01-11,13500,Tatiana Moreira Cavalcanti,47.47,"Alcóolicas, Água",62.47
2003-12-12,14455,Daniela Sousa,32.64,"Água, Alcóolicas, Refrigerantes",85.64
2003-09-30,24306,Gabriel Ramos Pereira,39.52,Água,51.52
2003-05-24,1539,Bruna Ribeiro,59.88,"Refrigerantes, Água, Alcóolicas",104.88
2003-03-22,16736,Bruna Ribeiro Nascimento,18.7,Alcóolicas,25.7
2003-10-28,16775,Leticia Cunha Rocha,53.49,"Refrigerantes, Água",77.49
2003-01-21,16632,Fernando Alves Moura,54.08,"Refrigerantes, Sucos",86.08
2003-03-15,6095,Juliana Lima Coelho,58.63,"Água, Sucos, Alcóolicas",85.63
2003-04-13,14642,Camila Rodrigues,23.86,Água,27.86
2003-01-05,4400,Silvia Cavalcanti Araújo,47.46,"Água, Refrigerantes, Alcóolicas",80.46
2003-06-18,11142,Pedro Oliveira,22.19,"Água, Alcóolicas, Sucos",59.19
2003-11-18,2543,Daniela Sousa Cunha,22.31,"Água, Refrigerantes, Sucos",50.31
2003-01-25,12390,Gabriel Ramos Melo,35.92,"Refrigerantes, Água, Sucos",71.92
2003-12-16,1221,Simone Fonseca Coelho,28.0,"Refrigerantes, Água",56.0
2003-03-01,16129,Felipe Barros Lopes,35.35,Água,43.35
2003-10-08,11960,Beatriz Cardoso,56.77,"Água, Refrigerantes",76.77
2003-01-24,8534,Carolina Freitas,23.43,"Água, Refrigerantes",43.43
2003-10-08,3122,Paulo Nascimento Correia,33.05,Água,45.05
2003-09-07,16930,Bruno Castro Moura,63.04,"Refrigerantes, Alcóolicas",85.04
2003-02-26,21708,Carolina Freitas Barbosa,37.3,"Alcóolicas, Refrigerantes",59.3
2003-11-04,21681,Adriana Farias,68.07,"Sucos, Água",96.07
2003-12-20,1413,Amanda Dias Cunha,47.93,"Sucos, Alcóolicas",76.93
2003-02-27,1889,Renata Campos Castro,23.58,"Refrigerantes, Alcóolicas, Sucos",62.58
2003-10-15,21479,Maria Santos,44.96,Água,52.96
2003-04-11,17634,Bruno Castro Freitas,21.3,"Água, Sucos",53.3
2003-12-30,25449,Fernando Alves Ferreira,46.46,"Água, Sucos, Alcóolicas",87.46
2003-09-16,3424,Bruna Ribeiro Cunha,51.5,"Sucos, Alcóolicas",81.5
2003-01-09,6287,Simone Fonseca Azevedo,49.91,Alcóolicas,56.91
2003-11-26,16046,Bruna Ribeiro Gomes,56.44,"Água, Alcóolicas",82.44
2003-09-06,15888,Fernando Alves Souza,27.37,Alcóolicas,41.37
2003-11-28,12589,Patricia Rocha Lima,58.71,"Alcóolicas, Refrigerantes",87.71
2003-03-25,12736,Renata Campos,22.05,"Água, Refrigerantes",42.05
2003-09-16,5124,Leticia Cunha,48.57,"Sucos, Refrigerantes",80.57
2003-05-11,9719,Rodrigo Neves,33.32,"Água, Refrigerantes",45.32
2003-04-17,5117,Camila Rodrigues Silva,54.99,"Água, Sucos",90.99
2003-03-04,1395,Vinicius Torres Silva,57.03,"Refrigerantes, Alcóolicas",94.03
2003-09-18,24649,Fernando Alves Araújo,22.66,Alcóolicas,29.66
2003-04-22,967,Ricardo Barbosa Rocha,35.96,Água,39.96
2003-09-14,14306,José Carvalho Sousa,48.57,Alcóolicas,69.57
2003-05-11,366,Adriana Farias Costa,41.62,"Água, Alcóolicas, Refrigerantes",83.62
2003-01-18,5170,Lucas Teixeira,50.84,Sucos,58.84
2003-10-17,1218,Anderson Coelho,54.85,Alcóolicas,68.85
2003-05-15,1651,Diego Pinto Coelho,33.89,"Alcóolicas, Água",66.89
2003-01-18,11033,Vanessa Correia,21.85,"Refrigerantes, Água, Sucos",69.85
2003-01-08,5241,Camila Rodrigues Pires,35.4,"Alcóolicas, Refrigerantes",66.4
2003-04-13,24674,Camila Rodrigues Ribeiro,23.72,"Alcóolicas, Água, Sucos",64.72
2003-10-17,4972,Thiago Monteiro Farias,44.89,Refrigerantes,68.89
2003-02-28,6950,Patricia Rocha Pires,21.75,Sucos,29.75
2003-03-04,19482,Thiago Monteiro Vieira,40.71,Refrigerantes,48.71
2003-08-15,23339,Henrique Lopes,26.28,"Alcóolicas, Refrigerantes, Sucos",95.28
2003-09-11,5896,Marcelo Rezende,49.97,Sucos,65.97
2003-11-02,3798,Monica Batista,44.86,Água,48.86
2003-05-29,9408,Monica Batista Souza,64.99,Água,76.99
2003-09-10,614,Monica Batista Silva,50.52,"Sucos, Alcóolicas",80.52
2003-05-02,21980,Bruna Ribeiro,44.74,"Sucos, Alcóolicas",59.74
2003-02-11,20171,Isabela Castro,41.62,"Refrigerantes, Água, Alcóolicas",82.62
2003-12-05,4135,Gabriel Ramos Dias,59.63,Sucos,75.63
2003-04-15,24738,Alexandre Araújo Barros,58.01,"Refrigerantes, Água",70.01
2003-02-05,8094,Anderson Coelho Monteiro,41.24,"Água, Refrigerantes, Alcóolicas",72.24
2003-03-26,3075,José Carvalho,97.18,"Alcóolicas, Refrigerantes, Sucos",136.18
2003-11-02,20177,Thiago Monteiro Castro,34.99,Refrigerantes,58.99
2003-12-09,12366,João Silva,54.08,"Água, Refrigerantes, Sucos",86.08
2003-05-17,24603,Renata Campos Gomes,18.51,"Sucos, Alcóolicas, Refrigerantes",71.51
2003-12-16,10555,Camila Rodrigues Nascimento,40.56,Alcóolicas,54.56
2003-01-21,21311,Daniela Sousa Castro,52.68,Sucos,68.68
2003-12-25,6016,Bruna Ribeiro Araújo,47.56,"Alcóolicas, Refrigerantes",85.56
2003-10-19,22865,Eduardo Moura,49.15,"Sucos, Água, Refrigerantes",81.15
2003-11-01,16581,Marcos Pereira,59.81,"Sucos, Refrigerantes, Água",107.81
2003-11-07,5140,Vinicius Torres Barros,34.72,Sucos,42.72
2003-10-08,3136,Ricardo Barbosa Pereira,48.1,"Refrigerantes, Alcóolicas",71.1
2003-12-12,10494,Monica Batista Pinto,26.05,"Sucos, Alcóolicas, Refrigerantes",80.05
2003-09-03,5483,Roberto Martins Azevedo,48.74,"Refrigerantes, Alcóolicas",71.74
2003-10-01,18033,Pedro Oliveira Farias,27.67,"Refrigerantes, Alcóolicas",42.67
2003-12-16,7764,Paulo Nascimento Lopes,41.96,"Alcóolicas, Sucos, Refrigerantes",110.96
2003-08-26,7752,Monica Batista,56.49,"Sucos, Alcóolicas, Água",82.49
2003-06-07,2430,Beatriz Cardoso,18.98,Sucos,42.98
2003-01-11,4049,Isabela Castro Neves,38.32,"Refrigerantes, Água, Alcóolicas",65.32
2003-10-04,15848,Carolina Freitas Gomes,29.58,Alcóolicas,36.58
2003-11-23,19983,Camila Rodrigues Batista,36.35,Sucos,60.35
2003-11-04,2845,Vanessa Correia Castro,26.99,"Sucos, Água",54.99
2003-05-31,22266,Vanessa Correia Duarte,23.27,"Água, Sucos",39.27
2003-12-09,12287,Marcelo Rezende Machado,63.93,Refrigerantes,79.93
2003-10-15,6096,Carolina Freitas Coelho,37.33,Refrigerantes,61.33
2003-12-25,17214,Camila Rodrigues Dias,24.81,"Refrigerantes, Água",60.81
2003-01-10,13116,Vanessa Correia Mendes,36.81,Sucos,52.81
2003-06-20,24174,Bruno Castro,34.14,"Água, Refrigerantes",58.14
2003-11-11,24272,Tatiana Moreira Moreira,18.52,"Alcóolicas, Sucos",49.52
2003-04-27,1842,Carolina Freitas Cavalcanti,52.37,"Alcóolicas, Refrigerantes",74.37
2003-10-11,19482,Thiago Monteiro Vieira,33.18,"Água, Alcóolicas",58.18
2003-06-01,25768,Beatriz Cardoso Mendes,54.71,"Refrigerantes, Água, Alcóolicas",99.71
2003-04-05,2264,Mariana Duarte,55.76,"Água, Alcóolicas, Refrigerantes",104.76
2003-02-16,4402,Adriana Farias,39.41,"Água, Sucos",55.41
2003-01-21,15497,João Silva Oliveira,70.99,"Água, Sucos",98.99
2003-10-14,18136,Patricia Rocha,81.64,"Água, Alcóolicas, Sucos",122.64
2003-03-07,24291,Bruna Ribeiro,19.7,Sucos,43.7
2003-06-24,2935,Paula Melo Correia,51.1,Alcóolicas,72.1
2003-02-18,8409,Ricardo Barbosa,41.32,"Refrigerantes, Água, Alcóolicas",75.32
2003-03-08,21039,Adriana Farias Oliveira,33.16,Água,45.16
2003-10-28,3662,João Silva Santos,25.67,"Refrigerantes, Alcóolicas, Sucos",56.67
2003-02-28,7885,Renata Campos,18.8,"Sucos, Água",54.8
2003-03-05,2468,Bruna Ribeiro Costa,41.78,"Sucos, Refrigerantes",57.78
2003-11-19,24145,Carolina Freitas Ferreira,33.75,"Refrigerantes, Sucos",57.75
2003-01-03,9039,Paula Melo,25.02,Água,37.02
